sensor_id,machine_id,value,unit,is_anomaly,threshold_exceeded,recorded_at
SN143,M043,12.672,A,False,False,2024-02-17T10:34:53
SN126,M026,1319.6282,RPM,False,False,2024-10-15T19:24:49
SN127,M027,9.214,mm/s,False,False,2024-04-22T13:31:50
SN064,M014,6.5099,mm/s,False,False,2024-04-11T09:02:59
SN065,M015,45.2712,A,False,False,2024-07-12T10:47:25
SN030,M030,5.0938,mm/s,False,False,2024-11-16T08:20:12
SN150,M050,2.1295,mm/s,False,False,2024-03-08T16:52:43
SN113,M013,0.632,mm/s,False,False,2024-04-05T17:26:50
SN120,M020,10.3816,mm/s,False,False,2024-10-06T03:22:18
SN029,M029,66.3687,%,False,False,2024-11-13T11:39:16
SN084,M034,2711.0225,RPM,False,False,2024-12-21T08:14:19
SN133,M033,7.0889,A,False,False,2024-11-11T11:22:41
SN026,M026,17.3046,A,False,False,2024-10-10T04:39:55
SN014,M014,2.4728,bar,False,False,2024-12-09T01:37:08
SN012,M012,1579.4986,RPM,False,False,2024-08-23T13:44:06
SN120,M020,5.7674,mm/s,False,False,2024-08-08T22:43:51
SN113,M013,2.4007,mm/s,False,False,2024-10-14T09:07:26
SN096,M046,41.7099,°C,False,False,2024-04-01T23:05:50
SN137,M037,2.8918,A,False,False,2024-11-21T09:22:10
SN011,M011,3.1707,mm/s,False,False,2024-04-27T07:48:32
SN061,M011,62.2741,%,False,False,2024-11-12T09:18:00
SN147,M047,57.5873,%,False,False,2024-02-12T12:26:07
SN118,M018,9.5211,mm/s,False,False,2024-03-04T07:18:51
SN054,M004,5.8494,bar,False,False,2024-12-26T14:35:43
SN024,M024,52.716,A,True,True,2024-08-12T03:47:10
SN043,M043,8.3193,mm/s,False,False,2024-08-15T22:06:48
SN090,M040,26.0571,%,False,False,2024-03-18T05:19:06
SN123,M023,41.2232,A,False,False,2024-07-17T14:24:58
SN050,M050,9.385,mm/s,False,False,2024-12-20T01:14:07
SN002,M002,84.9877,%,False,False,2024-02-02T02:20:00
SN054,M004,5.2489,bar,False,False,2024-08-24T09:28:08
SN030,M030,0.5519,mm/s,False,False,2024-02-28T14:47:08
SN039,M039,29.5623,°C,False,False,2024-12-02T14:31:02
SN118,M018,8.5803,mm/s,False,False,2024-02-24T05:29:34
SN014,M014,7.5567,bar,False,False,2024-09-18T12:53:39
SN023,M023,4.2519,bar,False,False,2024-02-10T14:03:43
SN034,M034,1.3557,bar,False,False,2024-08-27T19:35:28
SN009,M009,2060.5482,RPM,False,False,2024-09-13T23:39:20
SN136,M036,81.0724,%,False,False,2024-03-17T21:02:24
SN055,M005,11.5153,bar,True,True,2024-06-16T13:23:31
SN098,M048,25.4671,A,False,False,2024-09-13T10:47:20
SN046,M046,2499.0867,RPM,False,False,2024-11-11T01:29:02
SN078,M028,26.7877,%,False,False,2024-10-23T20:21:08
SN073,M023,4.2798,A,False,False,2024-01-09T19:40:02
SN143,M043,29.704,A,False,False,2024-02-24T14:35:29
SN087,M037,1642.8242,RPM,False,False,2024-05-06T20:29:55
SN035,M035,13.6189,A,False,False,2024-02-20T00:34:19
SN005,M005,28.0916,A,False,False,2024-09-29T02:18:17
SN094,M044,997.4297,RPM,False,False,2024-05-27T18:28:34
SN017,M017,8.3902,mm/s,False,False,2024-01-01T11:31:15
SN055,M005,5.8354,bar,False,False,2024-05-14T01:51:31
SN033,M033,6.6514,mm/s,False,False,2024-11-15T19:31:01
SN005,M005,10.871,A,False,False,2024-06-25T05:06:37
SN031,M031,9.0609,A,False,False,2024-12-29T04:24:19
SN092,M042,55.3464,%,False,False,2024-05-30T10:32:18
SN079,M029,371.4508,RPM,False,False,2024-11-24T16:28:48
SN007,M007,3.5601,A,False,False,2024-10-15T09:57:24
SN040,M040,106.0565,°C,True,True,2024-12-27T05:57:17
SN014,M014,4.0755,bar,False,False,2024-03-03T21:31:09
SN123,M023,23.5057,A,False,False,2024-01-24T10:07:13
SN043,M043,0.7013,mm/s,False,False,2024-10-06T04:05:00
SN022,M022,2456.5982,RPM,False,False,2024-01-09T16:36:01
SN106,M006,2.0751,bar,False,False,2024-04-19T06:49:36
SN136,M036,79.0234,%,False,False,2024-05-12T23:18:32
SN082,M032,8.3445,bar,False,False,2024-11-17T11:21:12
SN002,M002,66.5267,%,False,False,2024-04-20T20:38:27
SN009,M009,355.3798,RPM,False,False,2024-08-27T06:48:53
SN093,M043,19.2632,A,False,False,2024-07-11T18:39:44
SN145,M045,7.2942,mm/s,False,False,2024-05-23T03:17:06
SN109,M009,40.191,%,False,False,2024-01-26T04:44:51
SN095,M045,32.1608,A,False,False,2024-05-15T03:53:40
SN096,M046,71.2429,°C,False,False,2024-04-05T13:47:43
SN065,M015,5.0552,A,False,False,2024-11-20T23:15:48
SN065,M015,0.1298,A,False,False,2024-01-18T03:15:42
SN143,M043,5.6292,A,False,False,2024-10-31T07:41:13
SN132,M032,590.5754,RPM,False,False,2024-11-09T01:21:58
SN106,M006,1.8532,bar,False,False,2024-06-03T19:34:43
SN071,M021,256.445,RPM,False,False,2024-03-03T20:46:42
SN109,M009,55.6564,%,False,False,2024-07-19T17:24:32
SN025,M025,1910.0542,RPM,False,False,2024-06-22T21:26:13
SN028,M028,21.9966,%,False,False,2024-10-06T12:57:12
SN028,M028,66.1319,%,False,False,2024-06-28T23:43:00
SN022,M022,120.9843,RPM,False,False,2024-06-24T21:55:20
SN027,M027,21.9424,A,False,False,2024-03-30T00:11:46
SN086,M036,23.1308,%,False,False,2024-12-03T23:07:25
SN074,M024,6.0499,mm/s,False,False,2024-04-17T00:17:29
SN126,M026,2282.9259,RPM,False,False,2024-03-08T22:56:15
SN030,M030,0.2826,mm/s,False,False,2024-08-07T11:24:16
SN112,M012,1515.3213,RPM,False,False,2024-07-24T02:27:24
SN091,M041,62.732,°C,False,False,2024-08-19T12:36:59
SN065,M015,9.7167,A,False,False,2024-08-05T23:18:08
SN002,M002,85.4842,%,False,False,2024-11-08T02:35:34
SN052,M002,2.331,bar,False,False,2024-11-10T12:29:55
SN113,M013,9.557,mm/s,False,False,2024-12-11T12:00:47
SN101,M001,29.0465,°C,False,False,2024-05-17T04:22:37
SN150,M050,2.7422,mm/s,False,False,2024-02-23T16:19:21
SN122,M022,51.6622,A,True,True,2024-04-13T07:20:25
SN104,M004,4.7579,A,False,False,2024-05-08T06:54:54
SN007,M007,37.7674,A,False,False,2024-01-20T15:25:01
SN115,M015,7.5985,mm/s,False,False,2024-02-18T06:46:41
SN065,M015,59.6138,A,True,True,2024-04-12T00:29:14
SN150,M050,8.7583,mm/s,False,False,2024-08-02T09:20:08
SN018,M018,26.7387,A,False,False,2024-09-28T19:51:23
SN070,M020,897.8839,RPM,False,False,2024-09-16T07:30:19
SN017,M017,1.9622,mm/s,False,False,2024-04-09T05:38:05
SN129,M029,104.0057,%,True,True,2024-09-08T02:36:00
SN128,M028,1125.7506,RPM,False,False,2024-08-23T09:20:46
SN136,M036,61.8467,%,False,False,2024-09-08T16:02:55
SN017,M017,6.7296,mm/s,False,False,2024-09-23T02:06:50
SN031,M031,18.1555,A,False,False,2024-08-04T03:20:51
SN075,M025,79.479,%,False,False,2024-02-08T16:07:21
SN039,M039,37.4143,°C,False,False,2024-01-20T01:41:02
SN125,M025,36.1701,°C,False,False,2024-03-31T14:30:11
SN045,M045,4.7136,bar,False,False,2024-03-22T22:03:38
SN132,M032,1696.0958,RPM,False,False,2024-08-14T08:41:08
SN146,M046,85.2164,%,False,False,2024-06-22T05:39:17
SN004,M004,69.9697,°C,False,False,2024-04-12T13:43:05
SN043,M043,9.6686,mm/s,False,False,2024-09-13T10:38:59
SN036,M036,56.3736,A,True,True,2024-07-19T05:28:20
SN118,M018,6.1623,mm/s,False,False,2024-03-07T14:45:30
SN028,M028,23.5974,%,False,False,2024-03-02T12:00:28
SN008,M008,1882.2544,RPM,False,False,2024-04-10T18:38:09
SN025,M025,2570.5187,RPM,False,False,2024-07-30T22:44:12
SN022,M022,1950.3866,RPM,False,False,2024-10-18T15:08:04
SN147,M047,53.0419,%,False,False,2024-10-29T22:29:39
SN150,M050,1.6713,mm/s,False,False,2024-02-13T11:30:43
SN022,M022,2743.1798,RPM,False,False,2024-10-10T21:00:37
SN138,M038,55.6996,°C,False,False,2024-04-22T12:49:15
SN131,M031,60.434,A,True,True,2024-01-28T10:07:37
SN140,M040,74.3204,°C,False,False,2024-04-28T02:32:55
SN137,M037,35.9971,A,False,False,2024-06-24T06:20:24
SN092,M042,68.3027,%,False,False,2024-03-31T13:00:07
SN147,M047,83.7,%,False,False,2024-05-25T04:03:42
SN113,M013,6.1457,mm/s,False,False,2024-01-24T23:13:14
SN007,M007,2.2241,A,False,False,2024-07-03T04:52:03
SN082,M032,1.7964,bar,False,False,2024-11-23T05:31:56
SN047,M047,4.3348,mm/s,False,False,2024-02-03T01:27:02
SN077,M027,4.3464,A,False,False,2024-09-08T15:21:01
SN022,M022,1456.0601,RPM,False,False,2024-07-13T01:23:44
SN070,M020,1709.7199,RPM,False,False,2024-06-13T11:04:06
SN144,M044,29.139,°C,False,False,2024-10-09T00:43:31
SN101,M001,80.6922,°C,False,False,2024-12-27T06:13:55
SN123,M023,2.3762,A,False,False,2024-01-17T18:02:40
SN091,M041,27.1633,°C,False,False,2024-12-17T08:36:56
SN023,M023,4.5999,bar,False,False,2024-05-17T17:12:18
SN110,M010,14.7229,mm/s,True,True,2024-09-06T10:55:11
SN064,M014,3.2389,mm/s,False,False,2024-12-13T02:28:23
SN142,M042,949.9247,RPM,False,False,2024-05-26T13:30:01
SN091,M041,76.5589,°C,False,False,2024-08-13T15:37:37
SN102,M002,30.3999,A,False,False,2024-12-09T14:37:49
SN108,M008,3.2267,mm/s,False,False,2024-08-24T19:58:44
SN097,M047,11.8111,A,False,False,2024-04-12T20:24:26
SN110,M010,13.4904,mm/s,True,True,2024-05-01T07:43:12
SN039,M039,20.7056,°C,False,False,2024-08-05T19:20:37
SN087,M037,405.6681,RPM,False,False,2024-12-28T12:04:57
SN092,M042,35.9269,%,False,False,2024-09-01T18:58:20
SN105,M005,5.6471,bar,False,False,2024-01-01T03:11:59
SN129,M029,82.8901,%,False,False,2024-10-29T09:41:11
SN057,M007,19.0062,A,False,False,2024-09-27T13:36:04
SN129,M029,22.6913,%,False,False,2024-06-18T06:57:33
SN036,M036,18.7715,A,False,False,2024-02-28T18:34:43
SN135,M035,54.9768,°C,False,False,2024-06-14T00:29:22
SN006,M006,180.7184,RPM,False,False,2024-04-26T11:16:03
SN019,M019,39.4106,A,False,False,2024-08-15T18:33:25
SN064,M014,8.6126,mm/s,False,False,2024-08-20T21:30:59
SN042,M042,73.0428,°C,False,False,2024-10-04T13:48:39
SN105,M005,2.8134,bar,False,False,2024-10-06T12:13:29
SN105,M005,3.9047,bar,False,False,2024-04-06T13:21:23
SN012,M012,915.47,RPM,False,False,2024-07-17T11:16:16
SN025,M025,2222.3127,RPM,False,False,2024-09-28T23:33:53
SN006,M006,1026.9011,RPM,False,False,2024-04-18T03:01:52
SN078,M028,37.173,%,False,False,2024-08-27T08:08:32
SN025,M025,1853.3144,RPM,False,False,2024-12-05T01:20:25
SN050,M050,3.119,mm/s,False,False,2024-11-01T21:52:37
SN146,M046,75.3559,%,False,False,2024-07-01T13:08:53
SN124,M024,44.2395,A,False,False,2024-01-26T08:57:11
SN133,M033,12.2879,A,False,False,2024-07-28T00:45:42
SN147,M047,61.2969,%,False,False,2024-07-31T07:39:14
SN139,M039,64.3163,°C,False,False,2024-12-02T10:29:22
SN103,M003,1570.7859,RPM,False,False,2024-02-07T15:09:21
SN070,M020,771.9797,RPM,False,False,2024-07-19T18:31:28
SN027,M027,39.8874,A,False,False,2024-08-29T18:33:48
SN048,M048,58.0653,°C,False,False,2024-04-12T22:13:32
SN140,M040,60.2875,°C,False,False,2024-08-27T18:38:49
SN064,M014,6.6322,mm/s,False,False,2024-09-27T11:39:27
SN141,M041,44.1897,A,False,False,2024-05-28T00:41:28
SN146,M046,78.4603,%,False,False,2024-02-05T01:37:06
SN084,M034,744.4738,RPM,False,False,2024-05-01T18:33:02
SN013,M013,6.2164,bar,False,False,2024-10-07T13:05:03
SN047,M047,7.837,mm/s,False,False,2024-07-04T13:00:55
SN093,M043,44.1155,A,False,False,2024-12-11T07:30:51
SN012,M012,200.5934,RPM,False,False,2024-01-31T12:39:50
SN109,M009,24.0523,%,False,False,2024-11-19T07:41:10
SN138,M038,53.7308,°C,False,False,2024-06-02T08:36:07
SN054,M004,3.1127,bar,False,False,2024-10-02T11:40:58
SN033,M033,6.6037,mm/s,False,False,2024-05-07T05:57:18
SN096,M046,43.0232,°C,False,False,2024-01-03T23:34:02
SN013,M013,11.7089,bar,True,True,2024-08-10T07:09:11
SN078,M028,39.5657,%,False,False,2024-08-13T09:23:00
SN065,M015,13.9326,A,False,False,2024-05-26T03:42:04
SN097,M047,13.0137,A,False,False,2024-12-16T16:50:46
SN143,M043,20.4887,A,False,False,2024-06-08T09:46:02
SN013,M013,4.7043,bar,False,False,2024-03-03T20:21:29
SN004,M004,76.5821,°C,False,False,2024-05-02T05:39:37
SN109,M009,52.0969,%,False,False,2024-06-21T01:57:16
SN088,M038,21.7729,°C,False,False,2024-06-24T00:05:41
SN079,M029,2749.5598,RPM,False,False,2024-03-15T16:14:58
SN130,M030,0.3294,mm/s,False,False,2024-02-20T19:39:53
SN063,M013,44.2042,%,False,False,2024-11-06T06:34:01
SN104,M004,37.2058,A,False,False,2024-11-27T18:32:36
SN048,M048,40.4428,°C,False,False,2024-04-22T07:27:01
SN014,M014,6.3773,bar,False,False,2024-08-22T10:25:48
SN089,M039,1.4564,bar,False,False,2024-09-26T19:56:09
SN109,M009,32.2313,%,False,False,2024-03-08T22:15:35
SN039,M039,78.5192,°C,False,False,2024-11-05T23:41:15
SN116,M016,77.7287,%,False,False,2024-09-26T12:04:45
SN122,M022,6.381,A,False,False,2024-05-02T17:22:56
SN018,M018,4.9237,A,False,False,2024-03-09T16:37:04
SN072,M022,1.139,mm/s,False,False,2024-05-24T16:02:16
SN129,M029,36.4537,%,False,False,2024-11-05T11:28:41
SN133,M033,47.1852,A,False,False,2024-01-03T09:02:09
SN138,M038,95.9781,°C,True,True,2024-07-19T11:59:19
SN102,M002,23.4904,A,False,False,2024-08-05T00:40:02
SN033,M033,0.9021,mm/s,False,False,2024-08-12T09:51:18
SN092,M042,71.4564,%,False,False,2024-01-06T06:56:50
SN070,M020,2833.5157,RPM,False,False,2024-06-07T15:56:58
SN068,M018,6.428,bar,False,False,2024-06-14T01:10:36
SN020,M020,5.2681,A,False,False,2024-03-04T22:24:21
SN014,M014,3.1354,bar,False,False,2024-10-12T14:34:18
SN123,M023,20.429,A,False,False,2024-09-27T11:14:17
SN099,M049,54.865,%,False,False,2024-06-28T02:44:07
SN142,M042,2334.1528,RPM,False,False,2024-03-06T13:21:49
SN095,M045,45.0294,A,False,False,2024-03-08T21:31:08
SN080,M030,63.9996,%,False,False,2024-09-26T19:13:24
SN060,M010,10.0166,mm/s,False,False,2024-05-20T14:21:23
SN069,M019,11.7544,bar,True,True,2024-06-15T16:46:52
SN066,M016,1047.1676,RPM,False,False,2024-09-10T07:00:36
SN120,M020,1.6603,mm/s,False,False,2024-03-17T10:23:45
SN020,M020,44.8621,A,False,False,2024-02-29T20:54:39
SN115,M015,6.1248,mm/s,False,False,2024-10-24T05:34:44
SN126,M026,1769.2516,RPM,False,False,2024-11-12T17:55:57
SN022,M022,2568.3356,RPM,False,False,2024-06-03T14:58:15
SN053,M003,37.8283,°C,False,False,2024-09-06T03:21:33
SN043,M043,0.35,mm/s,False,False,2024-12-02T22:42:35
SN143,M043,32.5414,A,False,False,2024-11-14T07:40:14
SN019,M019,16.7974,A,False,False,2024-01-05T21:35:08
SN139,M039,71.4428,°C,False,False,2024-08-23T15:13:53
SN100,M050,9.4244,mm/s,False,False,2024-04-09T00:07:08
SN085,M035,2.2157,mm/s,False,False,2024-05-30T03:29:39
SN059,M009,25.9026,A,False,False,2024-11-18T05:46:12
SN038,M038,42.4552,A,False,False,2024-05-08T13:22:04
SN059,M009,0.5612,A,False,False,2024-11-29T03:38:02
SN027,M027,33.9699,A,False,False,2024-06-02T22:08:50
SN113,M013,3.2673,mm/s,False,False,2024-12-17T11:14:21
SN018,M018,16.4037,A,False,False,2024-03-07T21:29:10
SN072,M022,10.4514,mm/s,False,False,2024-05-19T14:27:05
SN067,M017,1.4546,bar,False,False,2024-07-25T12:08:52
SN054,M004,8.4716,bar,False,False,2024-09-24T08:40:12
SN017,M017,7.0628,mm/s,False,False,2024-06-23T21:26:23
SN142,M042,1829.0929,RPM,False,False,2024-09-09T18:55:47
SN083,M033,6.7916,mm/s,False,False,2024-02-27T02:55:05
SN138,M038,50.5171,°C,False,False,2024-09-13T17:37:24
SN066,M016,2095.7223,RPM,False,False,2024-11-08T04:56:19
SN146,M046,84.7253,%,False,False,2024-07-23T22:27:45
SN132,M032,2521.6778,RPM,False,False,2024-10-23T20:06:39
SN016,M016,11.2322,mm/s,False,False,2024-07-05T21:29:23
SN149,M049,70.8788,°C,False,False,2024-02-10T15:26:49
SN071,M021,1940.9177,RPM,False,False,2024-04-08T13:31:23
SN097,M047,38.4856,A,False,False,2024-11-30T17:00:16
SN139,M039,43.1663,°C,False,False,2024-04-08T02:42:44
SN045,M045,8.6887,bar,False,False,2024-11-18T23:27:39
SN143,M043,28.1387,A,False,False,2024-03-04T04:47:28
SN134,M034,26.9806,A,False,False,2024-02-10T01:55:29
SN039,M039,79.8588,°C,False,False,2024-09-13T03:16:27
SN141,M041,18.6151,A,False,False,2024-11-13T06:09:57
SN041,M041,54.4198,°C,False,False,2024-03-07T22:54:27
SN133,M033,43.8973,A,False,False,2024-10-03T09:26:16
SN148,M048,33.892,%,False,False,2024-02-26T14:04:31
SN032,M032,88.9868,°C,True,True,2024-03-12T21:23:24
SN059,M009,0.1003,A,False,False,2024-01-25T11:29:21
SN134,M034,20.6136,A,False,False,2024-02-14T12:16:58
SN012,M012,1447.5811,RPM,False,False,2024-09-02T04:52:46
SN143,M043,32.1449,A,False,False,2024-10-04T15:02:01
SN099,M049,55.877,%,False,False,2024-11-13T14:43:36
SN076,M026,43.3107,°C,False,False,2024-02-06T02:16:04
SN074,M024,8.2594,mm/s,False,False,2024-12-14T15:33:11
SN142,M042,910.0754,RPM,False,False,2024-04-04T17:57:08
SN022,M022,2152.0839,RPM,False,False,2024-11-01T07:37:27
SN124,M024,37.1943,A,False,False,2024-10-24T15:41:09
SN141,M041,9.2619,A,False,False,2024-04-30T03:09:53
SN105,M005,6.004,bar,False,False,2024-11-19T03:20:17
SN026,M026,53.2834,A,True,True,2024-10-27T05:45:52
SN005,M005,35.7008,A,False,False,2024-12-21T17:43:56
SN047,M047,14.4959,mm/s,True,True,2024-04-18T07:58:51
SN085,M035,6.7069,mm/s,False,False,2024-06-18T22:07:14
SN020,M020,42.8896,A,False,False,2024-01-18T21:28:14
SN112,M012,2556.1273,RPM,False,False,2024-05-31T10:26:55
SN109,M009,24.8356,%,False,False,2024-12-17T11:05:27
SN101,M001,38.1698,°C,False,False,2024-02-03T14:37:39
SN024,M024,42.3609,A,False,False,2024-03-28T07:14:43
SN073,M023,56.1407,A,True,True,2024-05-05T19:15:21
SN026,M026,38.8524,A,False,False,2024-12-21T20:36:29
SN069,M019,4.9902,bar,False,False,2024-07-22T00:46:53
SN004,M004,54.1231,°C,False,False,2024-03-16T14:14:40
SN111,M011,32.2899,°C,False,False,2024-08-03T03:17:29
SN037,M037,34.4667,A,False,False,2024-08-07T06:28:09
SN104,M004,28.8293,A,False,False,2024-10-31T19:54:24
SN004,M004,52.8011,°C,False,False,2024-08-04T17:13:01
SN143,M043,30.1758,A,False,False,2024-02-15T22:45:34
SN121,M021,1944.0654,RPM,False,False,2024-09-05T21:02:59
SN125,M025,24.4134,°C,False,False,2024-01-12T21:32:15
SN095,M045,20.3658,A,False,False,2024-05-20T23:36:15
SN117,M017,6.4906,mm/s,False,False,2024-12-14T06:42:32
SN097,M047,57.8391,A,True,True,2024-02-19T03:06:16
SN006,M006,378.198,RPM,False,False,2024-12-08T05:11:18
SN092,M042,83.1022,%,False,False,2024-07-21T17:10:29
SN148,M048,77.1607,%,False,False,2024-05-27T15:09:56
SN004,M004,24.7786,°C,False,False,2024-11-27T23:07:56
SN002,M002,84.2161,%,False,False,2024-08-10T00:04:04
SN095,M045,44.6854,A,False,False,2024-10-31T11:05:03
SN119,M019,5.3392,bar,False,False,2024-02-15T17:46:32
SN118,M018,3.315,mm/s,False,False,2024-02-05T00:50:23
SN036,M036,18.2921,A,False,False,2024-03-12T19:11:23
SN020,M020,31.9663,A,False,False,2024-11-20T04:45:59
SN142,M042,261.9209,RPM,False,False,2024-10-03T19:29:55
SN104,M004,20.6978,A,False,False,2024-03-09T18:00:12
SN042,M042,77.2888,°C,False,False,2024-05-09T19:35:53
SN132,M032,1280.4454,RPM,False,False,2024-11-11T00:35:05
SN068,M018,4.1148,bar,False,False,2024-12-21T20:02:55
SN034,M034,5.7052,bar,False,False,2024-09-21T11:31:20
SN076,M026,70.6314,°C,False,False,2024-01-18T14:53:32
SN082,M032,5.2993,bar,False,False,2024-01-02T02:54:02
SN148,M048,75.3189,%,False,False,2024-05-22T14:15:42
SN128,M028,2024.3739,RPM,False,False,2024-01-08T00:20:53
SN013,M013,4.394,bar,False,False,2024-12-25T08:48:03
SN088,M038,77.7513,°C,False,False,2024-06-27T09:31:42
SN044,M044,387.6354,RPM,False,False,2024-11-25T04:22:31
SN121,M021,1433.8312,RPM,False,False,2024-12-23T02:45:22
SN144,M044,73.911,°C,False,False,2024-12-09T21:15:38
SN072,M022,12.4855,mm/s,True,True,2024-07-21T00:20:30
SN133,M033,32.7202,A,False,False,2024-10-05T11:38:23
SN116,M016,28.9244,%,False,False,2024-06-11T23:45:01
SN019,M019,44.3631,A,False,False,2024-12-24T22:07:51
SN096,M046,87.9886,°C,True,True,2024-11-01T08:51:29
SN090,M040,62.017,%,False,False,2024-10-19T11:00:37
SN016,M016,6.5477,mm/s,False,False,2024-01-01T09:33:36
SN046,M046,2524.8395,RPM,False,False,2024-02-12T09:53:08
SN023,M023,4.6329,bar,False,False,2024-10-17T07:29:55
SN012,M012,648.1264,RPM,False,False,2024-11-13T06:26:13
SN113,M013,6.4924,mm/s,False,False,2024-03-18T12:29:45
SN012,M012,3108.9073,RPM,True,True,2024-06-16T01:38:32
SN081,M031,20.3015,%,False,False,2024-07-06T21:57:59
SN066,M016,2365.4347,RPM,False,False,2024-09-10T20:25:13
SN023,M023,5.879,bar,False,False,2024-05-01T06:27:32
SN144,M044,62.472,°C,False,False,2024-03-29T03:49:28
SN037,M037,24.7904,A,False,False,2024-06-09T11:20:37
SN143,M043,41.0972,A,False,False,2024-06-09T01:17:00
SN089,M039,3.1853,bar,False,False,2024-07-02T09:23:06
SN030,M030,8.3528,mm/s,False,False,2024-08-30T11:52:42
SN132,M032,2785.602,RPM,False,False,2024-03-19T12:29:48
SN080,M030,25.4131,%,False,False,2024-12-16T04:25:14
SN019,M019,54.8213,A,True,True,2024-02-29T16:51:31
SN091,M041,60.3373,°C,False,False,2024-06-05T14:51:28
SN057,M007,3.2642,A,False,False,2024-12-12T13:47:17
SN076,M026,73.5602,°C,False,False,2024-11-03T01:33:31
SN093,M043,24.8909,A,False,False,2024-12-08T06:23:41
SN062,M012,2617.4293,RPM,False,False,2024-06-12T08:59:33
SN136,M036,76.4639,%,False,False,2024-07-30T22:00:47
SN112,M012,3356.1942,RPM,True,True,2024-03-16T05:56:17
SN141,M041,34.093,A,False,False,2024-04-07T14:56:48
SN077,M027,23.9105,A,False,False,2024-07-31T11:55:25
SN078,M028,40.8237,%,False,False,2024-03-29T11:43:47
SN098,M048,37.8952,A,False,False,2024-09-01T21:49:22
SN077,M027,6.5502,A,False,False,2024-01-19T10:06:22
SN085,M035,5.0789,mm/s,False,False,2024-06-21T13:29:18
SN071,M021,1121.3996,RPM,False,False,2024-06-23T08:50:58
SN086,M036,43.8565,%,False,False,2024-06-03T04:55:20
SN041,M041,31.1034,°C,False,False,2024-11-16T06:18:47
SN003,M003,1541.4001,RPM,False,False,2024-05-09T10:38:30
SN084,M034,1406.1458,RPM,False,False,2024-09-28T18:57:18
SN080,M030,63.6284,%,False,False,2024-08-21T01:13:45
SN027,M027,4.7372,A,False,False,2024-02-02T08:44:07
SN026,M026,24.1067,A,False,False,2024-05-30T15:29:32
SN025,M025,1957.0325,RPM,False,False,2024-02-25T06:33:28
SN085,M035,8.0274,mm/s,False,False,2024-06-21T21:25:36
SN100,M050,8.0107,mm/s,False,False,2024-03-06T07:38:42
SN007,M007,29.4967,A,False,False,2024-12-23T01:13:01
SN060,M010,10.4871,mm/s,False,False,2024-04-14T02:24:00
SN022,M022,2844.901,RPM,False,False,2024-12-12T19:04:21
SN022,M022,519.3865,RPM,False,False,2024-12-15T23:01:06
SN081,M031,78.9564,%,False,False,2024-05-18T18:41:28
SN016,M016,14.6134,mm/s,True,True,2024-10-21T23:29:13
SN013,M013,1.9434,bar,False,False,2024-03-24T08:12:20
SN047,M047,3.9561,mm/s,False,False,2024-11-05T21:24:39
SN067,M017,8.5701,bar,False,False,2024-05-11T23:01:08
SN009,M009,124.9038,RPM,False,False,2024-11-20T04:28:00
SN127,M027,5.0495,mm/s,False,False,2024-03-15T06:41:55
SN034,M034,5.6813,bar,False,False,2024-12-27T11:13:18
SN091,M041,55.8356,°C,False,False,2024-05-22T04:50:06
SN008,M008,1899.3171,RPM,False,False,2024-11-18T01:01:02
SN017,M017,14.9519,mm/s,True,True,2024-04-21T18:54:56
SN056,M006,7.5693,bar,False,False,2024-01-05T17:45:25
SN053,M003,55.1729,°C,False,False,2024-01-02T04:00:04
SN072,M022,10.6896,mm/s,False,False,2024-12-07T02:13:37
SN055,M005,5.3051,bar,False,False,2024-09-28T08:37:57
SN073,M023,25.7812,A,False,False,2024-08-31T10:46:04
SN025,M025,2822.8841,RPM,False,False,2024-05-10T19:18:12
SN045,M045,4.053,bar,False,False,2024-10-22T03:23:20
SN063,M013,64.9346,%,False,False,2024-05-12T05:23:17
SN038,M038,55.4611,A,True,True,2024-01-13T21:59:02
SN016,M016,5.5506,mm/s,False,False,2024-12-31T06:44:59
SN148,M048,92.1979,%,True,True,2024-08-09T19:54:15
SN110,M010,10.3607,mm/s,False,False,2024-07-31T15:03:05
SN016,M016,4.4102,mm/s,False,False,2024-06-19T13:56:31
SN123,M023,36.969,A,False,False,2024-12-13T18:05:34
SN062,M012,1427.7184,RPM,False,False,2024-09-26T16:10:01
SN033,M033,10.9031,mm/s,False,False,2024-09-14T04:15:59
SN050,M050,3.2943,mm/s,False,False,2024-08-13T15:48:28
SN096,M046,21.2461,°C,False,False,2024-06-01T11:34:53
SN126,M026,2162.4739,RPM,False,False,2024-11-24T18:03:26
SN041,M041,20.489,°C,False,False,2024-03-03T09:38:49
SN090,M040,24.7735,%,False,False,2024-03-23T12:47:52
SN098,M048,6.1754,A,False,False,2024-05-31T21:54:12
SN048,M048,47.9072,°C,False,False,2024-04-08T22:38:21
SN048,M048,58.135,°C,False,False,2024-09-13T21:32:50
SN147,M047,29.7891,%,False,False,2024-11-02T12:35:35
SN057,M007,40.6605,A,False,False,2024-01-28T02:03:40
SN004,M004,21.9409,°C,False,False,2024-01-16T11:16:41
SN108,M008,0.5289,mm/s,False,False,2024-04-04T20:54:14
SN002,M002,82.8194,%,False,False,2024-08-03T20:17:58
SN106,M006,3.0653,bar,False,False,2024-02-28T19:46:22
SN030,M030,4.4754,mm/s,False,False,2024-03-26T10:01:37
SN035,M035,0.3085,A,False,False,2024-12-14T02:54:39
SN086,M036,80.4912,%,False,False,2024-06-26T07:14:51
