order_id,product_name,line_id,plant_id,quantity,start_date,end_date,status,priority
PO-00331,Transmission Assembly,L003,P001,778,2023-04-04,2023-04-27,completed,low
PO-00332,Battery Module,L005,P002,113,2023-09-24,2023-10-21,cancelled,high
PO-00333,Engine Block,L004,P002,1696,2023-04-07,2023-04-22,in_progress,low
PO-00334,Transmission Assembly,L001,P001,1736,2023-08-16,2023-08-21,completed,normal
PO-00335,Door Frame,L002,P001,1928,2024-08-19,2024-09-07,planned,low
PO-00336,Exhaust System,L002,P001,1707,2023-07-22,2023-08-20,completed,high
PO-00337,Exhaust System,L006,P003,153,2023-05-06,2023-05-08,completed,normal
PO-00338,Brake Assembly,L007,P003,1449,2024-05-23,2024-05-24,completed,normal
PO-00339,Exhaust System,L003,P001,1859,2023-10-09,2023-10-18,completed,normal
PO-00340,Exhaust System,L004,P002,893,2024-10-24,2024-11-03,planned,normal
PO-00341,Battery Module,L002,P001,908,2023-10-14,2023-10-27,completed,high
PO-00342,Steering Column,L004,P002,1677,2024-10-07,2024-11-02,completed,normal
PO-00343,Exhaust System,L006,P003,754,2024-05-06,2024-05-24,planned,normal
PO-00344,Vehicle Body Panel,L007,P003,703,2023-10-04,2023-10-10,in_progress,low
PO-00345,Exhaust System,L005,P002,1134,2023-03-01,2023-03-27,completed,normal
PO-00346,Transmission Assembly,L004,P002,1395,2023-06-13,2023-06-17,completed,normal
PO-00347,Brake Assembly,L001,P001,776,2023-08-13,2023-09-01,planned,critical
PO-00348,Dashboard Assembly,L003,P001,701,2023-06-30,2023-07-08,planned,normal
PO-00349,Dashboard Assembly,L001,P001,341,2023-12-27,2024-01-15,in_progress,normal
PO-00350,Battery Module,L008,P003,1054,2024-07-09,2024-07-19,completed,low
PO-00351,Exhaust System,L004,P002,51,2023-01-21,2023-02-07,completed,normal
PO-00352,Battery Module,L003,P001,1931,2023-12-15,2024-01-07,planned,high
PO-00353,Dashboard Assembly,L001,P001,1493,2023-01-23,2023-01-28,planned,high
PO-00354,Brake Assembly,L006,P003,1250,2023-03-16,2023-03-28,completed,normal
PO-00355,Brake Assembly,L003,P001,1671,2023-06-11,2023-07-05,in_progress,normal
PO-00356,Steering Column,L006,P003,1470,2023-06-28,2023-07-21,planned,normal
PO-00357,Dashboard Assembly,L006,P003,1718,2023-08-17,2023-09-08,completed,normal
PO-00358,Vehicle Body Panel,L005,P002,1993,2023-05-11,2023-05-17,in_progress,normal
PO-00359,Suspension Component,L001,P001,1936,2023-07-06,2023-07-26,planned,normal
PO-00360,Suspension Component,L002,P001,1576,2024-05-23,2024-05-28,completed,normal
PO-00361,Engine Block,L006,P003,1732,2023-06-21,2023-07-12,in_progress,normal
PO-00362,Door Frame,L006,P003,479,2024-04-02,2024-04-03,completed,low
PO-00363,Vehicle Body Panel,L005,P002,148,2023-04-21,2023-05-15,completed,high
PO-00364,Brake Assembly,L003,P001,769,2024-02-28,2024-03-15,completed,low
PO-00365,Transmission Assembly,L008,P003,383,2024-08-14,2024-09-04,completed,high
PO-00366,Suspension Component,L001,P001,584,2023-10-29,2023-10-30,cancelled,low
PO-00367,Engine Block,L003,P001,1170,2024-01-20,2024-01-26,planned,critical
PO-00368,Exhaust System,L006,P003,1492,2024-08-31,2024-09-20,completed,high
PO-00369,Brake Assembly,L003,P001,371,2024-09-13,2024-10-12,completed,normal
PO-00370,Steering Column,L004,P002,1528,2024-02-24,2024-03-18,planned,normal
PO-00371,Engine Block,L005,P002,151,2023-11-01,2023-11-09,completed,normal
PO-00372,Suspension Component,L008,P003,57,2023-06-07,2023-06-09,completed,normal
PO-00373,Vehicle Body Panel,L008,P003,473,2023-07-24,2023-07-28,completed,normal
PO-00374,Engine Block,L002,P001,681,2024-04-29,2024-05-27,in_progress,normal
PO-00375,Steering Column,L005,P002,843,2023-04-04,2023-04-25,completed,high
PO-00376,Vehicle Body Panel,L006,P003,589,2023-07-11,2023-07-26,completed,normal
PO-00377,Battery Module,L005,P002,1590,2024-07-31,2024-08-02,in_progress,low
PO-00378,Dashboard Assembly,L006,P003,515,2024-07-08,2024-07-22,in_progress,high
PO-00379,Exhaust System,L007,P003,1222,2024-07-02,2024-07-24,planned,normal
PO-00380,Vehicle Body Panel,L002,P001,1078,2024-02-09,2024-03-09,in_progress,normal
PO-00381,Exhaust System,L003,P001,404,2023-05-04,2023-05-29,planned,normal
PO-00382,Vehicle Body Panel,L004,P002,917,2023-07-17,2023-07-22,completed,normal
PO-00383,Dashboard Assembly,L004,P002,578,2024-10-04,2024-10-09,completed,high
PO-00384,Steering Column,L002,P001,863,2023-03-31,2023-04-13,in_progress,high
PO-00385,Dashboard Assembly,L008,P003,1253,2023-01-13,2023-02-08,completed,normal
PO-00386,Dashboard Assembly,L007,P003,1254,2023-06-03,2023-06-08,in_progress,critical
PO-00387,Engine Block,L002,P001,1659,2023-04-19,2023-05-08,completed,normal
PO-00388,Brake Assembly,L006,P003,1391,2024-02-25,2024-03-05,completed,normal
PO-00389,Brake Assembly,L001,P001,344,2023-06-26,2023-07-05,in_progress,normal
PO-00390,Suspension Component,L007,P003,1464,2023-02-09,2023-02-22,completed,high
PO-00391,Suspension Component,L005,P002,1724,2024-01-17,2024-01-18,in_progress,normal
PO-00392,Transmission Assembly,L008,P003,325,2023-04-11,2023-05-09,completed,high
PO-00393,Brake Assembly,L006,P003,1288,2023-10-03,2023-10-27,in_progress,normal
PO-00394,Exhaust System,L004,P002,1605,2024-02-21,2024-03-16,completed,normal
PO-00395,Battery Module,L001,P001,184,2024-06-11,2024-07-07,completed,normal
PO-00396,Dashboard Assembly,L003,P001,109,2024-06-20,2024-07-19,completed,high
PO-00397,Vehicle Body Panel,L004,P002,984,2023-03-01,2023-03-09,completed,normal
PO-00398,Exhaust System,L004,P002,1084,2023-10-08,2023-10-20,completed,high
PO-00399,Exhaust System,L001,P001,1266,2023-09-05,2023-09-17,completed,critical
PO-00400,Suspension Component,L008,P003,755,2024-08-23,2024-09-10,completed,high
PO-00401,Brake Assembly,L002,P001,151,2023-10-19,2023-10-20,completed,normal
PO-00402,Transmission Assembly,L004,P002,1437,2023-08-15,2023-09-05,completed,normal
PO-00403,Exhaust System,L001,P001,1916,2024-11-29,2024-11-30,completed,normal
PO-00404,Dashboard Assembly,L001,P001,1698,2023-08-18,2023-08-27,planned,high
PO-00405,Brake Assembly,L005,P002,1794,2024-03-09,2024-04-07,completed,normal
PO-00406,Steering Column,L008,P003,1738,2023-11-06,2023-11-28,in_progress,normal
PO-00407,Suspension Component,L001,P001,1199,2024-06-07,2024-06-29,in_progress,normal
PO-00408,Exhaust System,L005,P002,180,2024-12-01,2024-12-05,completed,normal
PO-00409,Door Frame,L006,P003,435,2023-10-11,2023-10-20,completed,high
PO-00410,Suspension Component,L001,P001,1444,2024-09-06,2024-09-19,completed,low
PO-00411,Brake Assembly,L008,P003,878,2023-10-30,2023-11-08,completed,low
PO-00412,Transmission Assembly,L004,P002,1455,2023-12-18,2024-01-11,completed,high
PO-00413,Battery Module,L006,P003,1771,2024-06-03,2024-06-13,in_progress,normal
PO-00414,Battery Module,L005,P002,1567,2023-04-10,2023-04-26,completed,high
PO-00415,Suspension Component,L003,P001,1390,2024-11-27,2024-12-26,completed,normal
PO-00416,Suspension Component,L005,P002,811,2024-03-06,2024-04-01,completed,normal
PO-00417,Dashboard Assembly,L002,P001,1238,2024-04-26,2024-04-28,planned,low
PO-00418,Brake Assembly,L004,P002,1135,2024-05-27,2024-05-31,completed,low
PO-00419,Suspension Component,L003,P001,888,2023-05-21,2023-05-28,cancelled,high
PO-00420,Battery Module,L008,P003,1645,2023-05-27,2023-06-07,completed,normal
PO-00421,Vehicle Body Panel,L003,P001,59,2023-11-17,2023-12-08,completed,normal
PO-00422,Battery Module,L003,P001,1052,2024-08-13,2024-09-07,in_progress,high
PO-00423,Brake Assembly,L003,P001,876,2024-09-21,2024-10-05,completed,normal
PO-00424,Transmission Assembly,L001,P001,1546,2023-02-08,2023-02-26,completed,low
PO-00425,Vehicle Body Panel,L006,P003,1435,2024-06-27,2024-07-04,completed,high
PO-00426,Battery Module,L004,P002,260,2023-12-19,2023-12-29,completed,normal
PO-00427,Vehicle Body Panel,L003,P001,660,2023-03-08,2023-04-04,planned,normal
PO-00428,Battery Module,L006,P003,751,2024-03-20,2024-04-18,cancelled,normal
PO-00429,Brake Assembly,L004,P002,89,2023-06-18,2023-07-18,completed,high
PO-00430,Vehicle Body Panel,L003,P001,1257,2023-08-05,2023-08-29,completed,low
PO-00431,Door Frame,L001,P001,1629,2024-01-20,2024-02-18,completed,low
PO-00432,Vehicle Body Panel,L001,P001,148,2024-11-08,2024-11-12,in_progress,normal
PO-00433,Door Frame,L007,P003,1021,2023-05-07,2023-05-25,in_progress,normal
PO-00434,Engine Block,L001,P001,1406,2023-11-05,2023-11-19,completed,normal
PO-00435,Engine Block,L003,P001,1097,2024-03-04,2024-03-31,in_progress,low
PO-00436,Transmission Assembly,L002,P001,1297,2023-04-19,2023-05-05,completed,normal
PO-00437,Brake Assembly,L004,P002,654,2024-01-02,2024-01-25,completed,normal
PO-00438,Transmission Assembly,L004,P002,55,2024-05-07,2024-05-18,completed,low
PO-00439,Exhaust System,L002,P001,355,2024-08-10,2024-09-01,planned,high
PO-00440,Door Frame,L002,P001,1369,2023-04-14,2023-05-13,completed,critical
PO-00441,Vehicle Body Panel,L005,P002,254,2023-09-28,2023-10-13,planned,high
PO-00442,Suspension Component,L005,P002,922,2024-01-04,2024-01-30,in_progress,low
PO-00443,Battery Module,L001,P001,1408,2023-01-10,2023-02-07,in_progress,normal
PO-00444,Engine Block,L008,P003,813,2024-09-28,2024-10-07,planned,normal
PO-00445,Door Frame,L007,P003,1761,2024-02-14,2024-02-29,completed,high
PO-00446,Battery Module,L007,P003,281,2024-10-26,2024-11-24,completed,high
PO-00447,Dashboard Assembly,L003,P001,1038,2023-04-17,2023-05-01,planned,normal
PO-00448,Suspension Component,L003,P001,1302,2024-09-17,2024-09-30,completed,normal
PO-00449,Exhaust System,L003,P001,281,2024-05-09,2024-06-08,planned,normal
PO-00450,Suspension Component,L002,P001,75,2023-09-25,2023-10-16,in_progress,normal
PO-00451,Suspension Component,L004,P002,1113,2024-11-16,2024-12-14,completed,high
PO-00452,Transmission Assembly,L002,P001,1036,2024-03-19,2024-04-10,completed,normal
PO-00453,Steering Column,L007,P003,1876,2023-06-02,2023-06-29,cancelled,low
PO-00454,Exhaust System,L003,P001,1794,2024-06-01,2024-06-29,completed,normal
PO-00455,Suspension Component,L008,P003,619,2023-11-25,2023-12-03,completed,normal
PO-00456,Transmission Assembly,L007,P003,211,2024-02-17,2024-03-15,completed,high
PO-00457,Exhaust System,L008,P003,965,2023-04-01,2023-04-29,completed,critical
PO-00458,Brake Assembly,L001,P001,123,2023-04-16,2023-04-29,in_progress,low
PO-00459,Door Frame,L002,P001,1872,2024-09-10,2024-09-30,completed,normal
PO-00460,Vehicle Body Panel,L008,P003,1722,2023-12-16,2023-12-28,completed,normal
PO-00461,Exhaust System,L008,P003,283,2024-11-03,2024-11-15,completed,normal
PO-00462,Door Frame,L001,P001,1171,2023-12-16,2023-12-28,completed,high
PO-00463,Battery Module,L001,P001,1733,2023-06-18,2023-07-04,in_progress,high
PO-00464,Transmission Assembly,L002,P001,434,2023-09-18,2023-10-08,completed,high
PO-00465,Transmission Assembly,L004,P002,1517,2024-04-13,2024-05-10,completed,high
PO-00466,Dashboard Assembly,L001,P001,302,2024-10-10,2024-11-06,in_progress,normal
PO-00467,Steering Column,L003,P001,1557,2024-05-25,2024-05-26,completed,high
PO-00468,Battery Module,L008,P003,1466,2024-06-04,2024-06-29,in_progress,high
PO-00469,Dashboard Assembly,L003,P001,1291,2023-04-17,2023-04-30,planned,normal
PO-00470,Transmission Assembly,L007,P003,610,2024-03-04,2024-03-24,completed,normal
PO-00471,Battery Module,L005,P002,332,2024-04-08,2024-05-04,completed,high
PO-00472,Suspension Component,L005,P002,1507,2024-07-14,2024-08-11,in_progress,normal
PO-00473,Dashboard Assembly,L004,P002,1513,2023-07-25,2023-08-01,completed,normal
PO-00474,Steering Column,L003,P001,1161,2024-10-27,2024-11-02,in_progress,normal
PO-00475,Exhaust System,L002,P001,1243,2023-12-27,2024-01-14,in_progress,normal
PO-00476,Steering Column,L007,P003,635,2024-11-21,2024-12-15,planned,normal
PO-00477,Vehicle Body Panel,L001,P001,830,2024-06-19,2024-06-23,completed,normal
PO-00478,Battery Module,L004,P002,636,2023-10-01,2023-10-26,in_progress,low
PO-00479,Steering Column,L001,P001,116,2023-10-30,2023-11-06,completed,normal
PO-00480,Brake Assembly,L004,P002,536,2024-10-24,2024-11-11,completed,high
PO-00481,Brake Assembly,L005,P002,843,2024-11-11,2024-11-13,completed,high
PO-00482,Vehicle Body Panel,L006,P003,1573,2024-07-19,2024-07-21,completed,normal
PO-00483,Suspension Component,L008,P003,1596,2023-08-19,2023-09-18,in_progress,high
PO-00484,Exhaust System,L004,P002,413,2023-07-18,2023-07-28,cancelled,low
PO-00485,Brake Assembly,L003,P001,133,2024-06-10,2024-06-14,completed,normal
PO-00486,Door Frame,L003,P001,61,2023-06-14,2023-07-03,completed,high
PO-00487,Suspension Component,L003,P001,1272,2023-02-10,2023-02-15,completed,high
PO-00488,Dashboard Assembly,L005,P002,1176,2024-05-17,2024-06-12,completed,high
PO-00489,Battery Module,L006,P003,1116,2024-06-22,2024-06-30,completed,normal
PO-00490,Brake Assembly,L007,P003,238,2024-07-10,2024-07-28,completed,high
PO-00491,Door Frame,L006,P003,497,2023-12-06,2023-12-18,cancelled,normal
PO-00492,Vehicle Body Panel,L008,P003,284,2024-07-28,2024-08-24,in_progress,normal
PO-00493,Suspension Component,L004,P002,831,2023-02-10,2023-03-04,planned,high
PO-00494,Door Frame,L007,P003,100,2023-09-20,2023-10-08,planned,high
PO-00495,Steering Column,L006,P003,962,2024-06-10,2024-07-06,completed,normal
PO-00496,Engine Block,L004,P002,1991,2023-11-25,2023-12-12,completed,critical
PO-00497,Transmission Assembly,L001,P001,1422,2024-10-03,2024-10-06,in_progress,normal
PO-00498,Steering Column,L007,P003,1747,2023-04-17,2023-04-24,in_progress,critical
PO-00499,Engine Block,L007,P003,1579,2024-10-24,2024-11-20,in_progress,low
PO-00500,Engine Block,L006,P003,161,2023-02-08,2023-02-11,completed,normal
